bool done,bool enable,int range_max,int range_min,bool rst_n,int sequence_value,int start_value,int step
0,1,-43,-93,1,0,-49,5
0,1,-43,-93,1,-49,-49,5
0,1,-43,-93,1,-44,-49,5
0,1,-43,-93,1,-39,-49,5
1,0,-43,-93,1,-39,-49,5
0,0,-43,-93,0,0,-49,5
0,0,-43,-93,0,0,-49,5
0,0,-43,-93,1,0,-49,5
0,1,-34,-93,1,0,-36,10
0,1,-34,-93,1,0,-36,10
0,1,-34,-93,1,-36,-36,10
0,1,-34,-93,1,-26,-36,10
1,0,-34,-93,1,-26,-36,10
0,0,-34,-93,0,0,-36,10
0,0,-34,-93,0,0,-36,10
0,0,-34,-93,1,0,-36,10
0,1,100,81,1,0,97,2
0,1,100,81,1,0,97,2
0,1,100,81,1,97,97,2
0,1,100,81,1,99,97,2
0,1,100,81,1,101,97,2
1,0,100,81,1,101,97,2
0,0,100,81,0,0,97,2
0,0,100,81,0,0,97,2
0,0,100,81,1,0,97,2
0,1,89,88,1,0,89,-3
0,1,89,88,1,0,89,-3
0,1,89,88,1,89,89,-3
0,1,89,88,1,86,89,-3
1,0,89,88,1,86,89,-3
0,0,89,88,0,0,89,-3
0,0,89,88,0,0,89,-3
0,0,89,88,1,0,89,-3
0,1,78,-18,1,0,-1,-2
0,1,78,-18,1,0,-1,-2
0,1,78,-18,1,-1,-1,-2
0,1,78,-18,1,-3,-1,-2
0,1,78,-18,1,-5,-1,-2
0,1,78,-18,1,-7,-1,-2
0,1,78,-18,1,-9,-1,-2
0,1,78,-18,1,-11,-1,-2
0,1,78,-18,1,-13,-1,-2
0,1,78,-18,1,-15,-1,-2
0,1,78,-18,1,-17,-1,-2
0,1,78,-18,1,-19,-1,-2
1,0,78,-18,1,-19,-1,-2
0,0,78,-18,0,0,-1,-2
0,0,78,-18,0,0,-1,-2
0,0,78,-18,1,0,-1,-2
0,1,28,-40,1,0,-26,-7
0,1,28,-40,1,0,-26,-7
0,1,28,-40,1,-26,-26,-7
0,1,28,-40,1,-33,-26,-7
0,1,28,-40,1,-40,-26,-7
0,1,28,-40,1,-47,-26,-7
1,0,28,-40,1,-47,-26,-7
0,0,28,-40,0,0,-26,-7
0,0,28,-40,0,0,-26,-7
0,0,28,-40,1,0,-26,-7
0,1,27,-6,1,0,-2,-3
0,1,27,-6,1,0,-2,-3
0,1,27,-6,1,-2,-2,-3
0,1,27,-6,1,-5,-2,-3
0,1,27,-6,1,-8,-2,-3
1,0,27,-6,1,-8,-2,-3
0,0,27,-6,0,0,-2,-3
0,0,27,-6,0,0,-2,-3
0,0,27,-6,1,0,-2,-3
0,1,13,-59,1,0,-5,-9
0,1,13,-59,1,0,-5,-9
0,1,13,-59,1,-5,-5,-9
0,1,13,-59,1,-14,-5,-9
0,1,13,-59,1,-23,-5,-9
0,1,13,-59,1,-32,-5,-9
0,1,13,-59,1,-41,-5,-9
0,1,13,-59,1,-50,-5,-9
0,1,13,-59,1,-59,-5,-9
0,1,13,-59,1,-68,-5,-9
1,0,13,-59,1,-68,-5,-9
0,0,13,-59,0,0,-5,-9
0,0,13,-59,0,0,-5,-9
0,0,13,-59,1,0,-5,-9
0,1,42,-87,1,0,7,10
0,1,42,-87,1,0,7,10
0,1,42,-87,1,7,7,10
0,1,42,-87,1,17,7,10
0,1,42,-87,1,27,7,10
0,1,42,-87,1,37,7,10
0,1,42,-87,1,47,7,10
1,0,42,-87,1,47,7,10
0,0,42,-87,0,0,7,10
0,0,42,-87,0,0,7,10
0,0,42,-87,1,0,7,10
0,1,83,-22,1,0,83,-6
0,1,83,-22,1,0,83,-6
0,1,83,-22,1,83,83,-6
0,1,83,-22,1,77,83,-6
0,1,83,-22,1,71,83,-6
0,1,83,-22,1,65,83,-6
0,1,83,-22,1,59,83,-6
0,1,83,-22,1,53,83,-6
0,1,83,-22,1,47,83,-6
0,1,83,-22,1,41,83,-6
0,1,83,-22,1,35,83,-6
0,1,83,-22,1,29,83,-6
0,1,83,-22,1,23,83,-6
0,1,83,-22,1,17,83,-6
0,1,83,-22,1,11,83,-6
0,1,83,-22,1,5,83,-6
0,1,83,-22,1,-1,83,-6
0,1,83,-22,1,-7,83,-6
0,1,83,-22,1,-13,83,-6
0,1,83,-22,1,-19,83,-6
0,1,83,-22,1,-25,83,-6
1,0,83,-22,1,-25,83,-6
0,0,83,-22,0,0,83,-6
0,0,83,-22,0,0,83,-6
0,0,83,-22,1,0,83,-6
0,1,19,-97,1,0,-52,-6
0,1,19,-97,1,0,-52,-6
0,1,19,-97,1,-52,-52,-6
0,1,19,-97,1,-58,-52,-6
0,1,19,-97,1,-64,-52,-6
0,1,19,-97,1,-70,-52,-6
0,1,19,-97,1,-76,-52,-6
0,1,19,-97,1,-82,-52,-6
0,1,19,-97,1,-88,-52,-6
0,1,19,-97,1,-94,-52,-6
0,1,19,-97,1,-100,-52,-6
1,0,19,-97,1,-100,-52,-6
0,0,19,-97,0,0,-52,-6
0,0,19,-97,0,0,-52,-6
0,0,19,-97,1,0,-52,-6
0,1,-34,-76,1,0,-73,-3
0,1,-34,-76,1,0,-73,-3
0,1,-34,-76,1,-73,-73,-3
0,1,-34,-76,1,-76,-73,-3
0,1,-34,-76,1,-79,-73,-3
1,0,-34,-76,1,-79,-73,-3
0,0,-34,-76,0,0,-73,-3
0,0,-34,-76,0,0,-73,-3
0,0,-34,-76,1,0,-73,-3
0,1,94,-92,1,0,37,7
0,1,94,-92,1,0,37,7
0,1,94,-92,1,37,37,7
0,1,94,-92,1,44,37,7
0,1,94,-92,1,51,37,7
0,1,94,-92,1,58,37,7
0,1,94,-92,1,65,37,7
0,1,94,-92,1,72,37,7
0,1,94,-92,1,79,37,7
0,1,94,-92,1,86,37,7
0,1,94,-92,1,93,37,7
0,1,94,-92,1,100,37,7
1,0,94,-92,1,100,37,7
0,0,94,-92,0,0,37,7
0,0,94,-92,0,0,37,7
0,0,94,-92,1,0,37,7
0,1,7,-76,1,0,-37,3
0,1,7,-76,1,0,-37,3
0,1,7,-76,1,-37,-37,3
0,1,7,-76,1,-34,-37,3
0,1,7,-76,1,-31,-37,3
0,1,7,-76,1,-28,-37,3
0,1,7,-76,1,-25,-37,3
0,1,7,-76,1,-22,-37,3
0,1,7,-76,1,-19,-37,3
0,1,7,-76,1,-16,-37,3
0,1,7,-76,1,-13,-37,3
0,1,7,-76,1,-10,-37,3
0,1,7,-76,1,-7,-37,3
0,1,7,-76,1,-4,-37,3
0,1,7,-76,1,-1,-37,3
0,1,7,-76,1,2,-37,3
0,1,7,-76,1,5,-37,3
0,1,7,-76,1,8,-37,3
1,0,7,-76,1,8,-37,3
0,0,7,-76,0,0,-37,3
0,0,7,-76,0,0,-37,3
0,0,7,-76,1,0,-37,3
0,1,-60,-93,1,0,-92,-1
0,1,-60,-93,1,0,-92,-1
0,1,-60,-93,1,-92,-92,-1
0,1,-60,-93,1,-93,-92,-1
0,1,-60,-93,1,-94,-92,-1
1,0,-60,-93,1,-94,-92,-1
0,0,-60,-93,0,0,-92,-1
0,0,-60,-93,0,0,-92,-1
0,0,-60,-93,1,0,-92,-1
0,1,94,46,1,0,79,-5
0,1,94,46,1,0,79,-5
0,1,94,46,1,79,79,-5
0,1,94,46,1,74,79,-5
0,1,94,46,1,69,79,-5
0,1,94,46,1,64,79,-5
0,1,94,46,1,59,79,-5
0,1,94,46,1,54,79,-5
0,1,94,46,1,49,79,-5
0,1,94,46,1,44,79,-5
1,0,94,46,1,44,79,-5
0,0,94,46,0,0,79,-5
0,0,94,46,0,0,79,-5
0,0,94,46,1,0,79,-5
0,1,58,-78,1,0,-17,-4
0,1,58,-78,1,0,-17,-4
0,1,58,-78,1,-17,-17,-4
0,1,58,-78,1,-21,-17,-4
0,1,58,-78,1,-25,-17,-4
0,1,58,-78,1,-29,-17,-4
0,1,58,-78,1,-33,-17,-4
0,1,58,-78,1,-37,-17,-4
0,1,58,-78,1,-41,-17,-4
0,1,58,-78,1,-45,-17,-4
0,1,58,-78,1,-49,-17,-4
0,1,58,-78,1,-53,-17,-4
0,1,58,-78,1,-57,-17,-4
0,1,58,-78,1,-61,-17,-4
0,1,58,-78,1,-65,-17,-4
0,1,58,-78,1,-69,-17,-4
0,1,58,-78,1,-73,-17,-4
0,1,58,-78,1,-77,-17,-4
0,1,58,-78,1,-81,-17,-4
1,0,58,-78,1,-81,-17,-4
0,0,58,-78,0,0,-17,-4
0,0,58,-78,0,0,-17,-4
0,0,58,-78,1,0,-17,-4
0,1,25,-67,1,0,-6,4
0,1,25,-67,1,0,-6,4
0,1,25,-67,1,-6,-6,4
0,1,25,-67,1,-2,-6,4
0,1,25,-67,1,2,-6,4
0,1,25,-67,1,6,-6,4
0,1,25,-67,1,10,-6,4
0,1,25,-67,1,14,-6,4
0,1,25,-67,1,18,-6,4
0,1,25,-67,1,22,-6,4
0,1,25,-67,1,26,-6,4
1,0,25,-67,1,26,-6,4
0,0,25,-67,0,0,-6,4
0,0,25,-67,0,0,-6,4
0,0,25,-67,1,0,-6,4
0,1,-54,-100,1,0,-62,10
0,1,-54,-100,1,0,-62,10
0,1,-54,-100,1,-62,-62,10
0,1,-54,-100,1,-52,-62,10
1,0,-54,-100,1,-52,-62,10
0,0,-54,-100,0,0,-62,10
0,0,-54,-100,0,0,-62,10
0,0,-54,-100,1,0,-62,10
0,1,10,-63,1,0,-2,6
0,1,10,-63,1,0,-2,6
0,1,10,-63,1,-2,-2,6
0,1,10,-63,1,4,-2,6
0,1,10,-63,1,10,-2,6
0,1,10,-63,1,16,-2,6
1,0,10,-63,1,16,-2,6
0,0,10,-63,0,0,-2,6
0,0,10,-63,0,0,-2,6
0,0,10,-63,1,0,-2,6
0,1,87,-100,1,0,-22,-2
0,1,87,-100,1,0,-22,-2
0,1,87,-100,1,-22,-22,-2
0,1,87,-100,1,-24,-22,-2
0,1,87,-100,1,-26,-22,-2
0,1,87,-100,1,-28,-22,-2
0,1,87,-100,1,-30,-22,-2
0,1,87,-100,1,-32,-22,-2
0,1,87,-100,1,-34,-22,-2
0,1,87,-100,1,-36,-22,-2
0,1,87,-100,1,-38,-22,-2
0,1,87,-100,1,-40,-22,-2
0,1,87,-100,1,-42,-22,-2
0,1,87,-100,1,-44,-22,-2
0,1,87,-100,1,-46,-22,-2
0,1,87,-100,1,-48,-22,-2
0,1,87,-100,1,-50,-22,-2
0,1,87,-100,1,-52,-22,-2
0,1,87,-100,1,-54,-22,-2
0,1,87,-100,1,-56,-22,-2
0,1,87,-100,1,-58,-22,-2
0,1,87,-100,1,-60,-22,-2
0,1,87,-100,1,-62,-22,-2
0,1,87,-100,1,-64,-22,-2
0,1,87,-100,1,-66,-22,-2
0,1,87,-100,1,-68,-22,-2
0,1,87,-100,1,-70,-22,-2
0,1,87,-100,1,-72,-22,-2
0,1,87,-100,1,-74,-22,-2
0,1,87,-100,1,-76,-22,-2
0,1,87,-100,1,-78,-22,-2
0,1,87,-100,1,-80,-22,-2
0,1,87,-100,1,-82,-22,-2
0,1,87,-100,1,-84,-22,-2
0,1,87,-100,1,-86,-22,-2
0,1,87,-100,1,-88,-22,-2
0,1,87,-100,1,-90,-22,-2
0,1,87,-100,1,-92,-22,-2
0,1,87,-100,1,-94,-22,-2
0,1,87,-100,1,-96,-22,-2
0,1,87,-100,1,-98,-22,-2
0,1,87,-100,1,-100,-22,-2
0,1,87,-100,1,-102,-22,-2
1,0,87,-100,1,-102,-22,-2
0,0,87,-100,0,0,-22,-2
0,0,87,-100,0,0,-22,-2
0,0,87,-100,1,0,-22,-2
0,1,-80,-86,1,0,-82,3
0,1,-80,-86,1,0,-82,3
0,1,-80,-86,1,-82,-82,3
0,1,-80,-86,1,-79,-82,3
1,0,-80,-86,1,-79,-82,3
0,0,-80,-86,0,0,-82,3
0,0,-80,-86,0,0,-82,3
0,0,-80,-86,1,0,-82,3
0,1,-99,-100,1,0,-100,-10
0,1,-99,-100,1,0,-100,-10
0,1,-99,-100,1,-100,-100,-10
0,1,-99,-100,1,-110,-100,-10
1,0,-99,-100,1,-110,-100,-10
0,0,-99,-100,0,0,-100,-10
0,0,-99,-100,0,0,-100,-10
0,0,-99,-100,1,0,-100,-10
0,1,-29,-60,1,0,-29,-5
0,1,-29,-60,1,0,-29,-5
0,1,-29,-60,1,-29,-29,-5
0,1,-29,-60,1,-34,-29,-5
0,1,-29,-60,1,-39,-29,-5
0,1,-29,-60,1,-44,-29,-5
0,1,-29,-60,1,-49,-29,-5
0,1,-29,-60,1,-54,-29,-5
0,1,-29,-60,1,-59,-29,-5
0,1,-29,-60,1,-64,-29,-5
1,0,-29,-60,1,-64,-29,-5
0,0,-29,-60,0,0,-29,-5
0,0,-29,-60,0,0,-29,-5
0,0,-29,-60,1,0,-29,-5
0,1,95,65,1,0,82,-7
0,1,95,65,1,0,82,-7
0,1,95,65,1,82,82,-7
0,1,95,65,1,75,82,-7
0,1,95,65,1,68,82,-7
0,1,95,65,1,61,82,-7
1,0,95,65,1,61,82,-7
0,0,95,65,0,0,82,-7
0,0,95,65,0,0,82,-7
0,0,95,65,1,0,82,-7
0,1,-69,-89,1,0,-76,1
0,1,-69,-89,1,0,-76,1
0,1,-69,-89,1,-76,-76,1
0,1,-69,-89,1,-75,-76,1
0,1,-69,-89,1,-74,-76,1
0,1,-69,-89,1,-73,-76,1
0,1,-69,-89,1,-72,-76,1
0,1,-69,-89,1,-71,-76,1
0,1,-69,-89,1,-70,-76,1
0,1,-69,-89,1,-69,-76,1
0,1,-69,-89,1,-68,-76,1
1,0,-69,-89,1,-68,-76,1
0,0,-69,-89,0,0,-76,1
0,0,-69,-89,0,0,-76,1
0,0,-69,-89,1,0,-76,1
0,1,-17,-58,1,0,-52,4
0,1,-17,-58,1,0,-52,4
0,1,-17,-58,1,-52,-52,4
0,1,-17,-58,1,-48,-52,4
0,1,-17,-58,1,-44,-52,4
0,1,-17,-58,1,-40,-52,4
0,1,-17,-58,1,-36,-52,4
0,1,-17,-58,1,-32,-52,4
0,1,-17,-58,1,-28,-52,4
0,1,-17,-58,1,-24,-52,4
0,1,-17,-58,1,-20,-52,4
0,1,-17,-58,1,-16,-52,4
1,0,-17,-58,1,-16,-52,4
0,0,-17,-58,0,0,-52,4
0,0,-17,-58,0,0,-52,4
0,0,-17,-58,1,0,-52,4
0,1,87,56,1,0,86,-10
0,1,87,56,1,0,86,-10
0,1,87,56,1,86,86,-10
0,1,87,56,1,76,86,-10
0,1,87,56,1,66,86,-10
0,1,87,56,1,56,86,-10
0,1,87,56,1,46,86,-10
1,0,87,56,1,46,86,-10
0,0,87,56,0,0,86,-10
0,0,87,56,0,0,86,-10
0,0,87,56,1,0,86,-10
0,1,18,-66,1,0,-65,-9
0,1,18,-66,1,0,-65,-9
0,1,18,-66,1,-65,-65,-9
0,1,18,-66,1,-74,-65,-9
1,0,18,-66,1,-74,-65,-9
0,0,18,-66,0,0,-65,-9
0,0,18,-66,0,0,-65,-9
0,0,18,-66,1,0,-65,-9
0,1,0,-8,1,0,0,5
0,1,0,-8,1,0,0,5
0,1,0,-8,1,0,0,5
0,1,0,-8,1,5,0,5
1,0,0,-8,1,5,0,5
0,0,0,-8,0,0,0,5
0,0,0,-8,0,0,0,5
0,0,0,-8,1,0,0,5
0,1,-26,-59,1,0,-52,3
0,1,-26,-59,1,0,-52,3
0,1,-26,-59,1,-52,-52,3
0,1,-26,-59,1,-49,-52,3
0,1,-26,-59,1,-46,-52,3
0,1,-26,-59,1,-43,-52,3
0,1,-26,-59,1,-40,-52,3
0,1,-26,-59,1,-37,-52,3
0,1,-26,-59,1,-34,-52,3
0,1,-26,-59,1,-31,-52,3
0,1,-26,-59,1,-28,-52,3
0,1,-26,-59,1,-25,-52,3
1,0,-26,-59,1,-25,-52,3
0,0,-26,-59,0,0,-52,3
0,0,-26,-59,0,0,-52,3
0,0,-26,-59,1,0,-52,3
0,1,83,-82,1,0,30,9
0,1,83,-82,1,0,30,9
0,1,83,-82,1,30,30,9
0,1,83,-82,1,39,30,9
0,1,83,-82,1,48,30,9
0,1,83,-82,1,57,30,9
0,1,83,-82,1,66,30,9
0,1,83,-82,1,75,30,9
0,1,83,-82,1,84,30,9
1,0,83,-82,1,84,30,9
0,0,83,-82,0,0,30,9
0,0,83,-82,0,0,30,9
0,0,83,-82,1,0,30,9
0,1,60,-43,1,0,57,-4
0,1,60,-43,1,0,57,-4
0,1,60,-43,1,57,57,-4
0,1,60,-43,1,53,57,-4
0,1,60,-43,1,49,57,-4
0,1,60,-43,1,45,57,-4
0,1,60,-43,1,41,57,-4
0,1,60,-43,1,37,57,-4
0,1,60,-43,1,33,57,-4
0,1,60,-43,1,29,57,-4
0,1,60,-43,1,25,57,-4
0,1,60,-43,1,21,57,-4
0,1,60,-43,1,17,57,-4
0,1,60,-43,1,13,57,-4
0,1,60,-43,1,9,57,-4
0,1,60,-43,1,5,57,-4
0,1,60,-43,1,1,57,-4
0,1,60,-43,1,-3,57,-4
0,1,60,-43,1,-7,57,-4
0,1,60,-43,1,-11,57,-4
0,1,60,-43,1,-15,57,-4
0,1,60,-43,1,-19,57,-4
0,1,60,-43,1,-23,57,-4
0,1,60,-43,1,-27,57,-4
0,1,60,-43,1,-31,57,-4
0,1,60,-43,1,-35,57,-4
0,1,60,-43,1,-39,57,-4
0,1,60,-43,1,-43,57,-4
0,1,60,-43,1,-47,57,-4
1,0,60,-43,1,-47,57,-4
0,0,60,-43,0,0,57,-4
0,0,60,-43,0,0,57,-4
0,0,60,-43,1,0,57,-4
0,1,99,-86,1,0,33,6
0,1,99,-86,1,0,33,6
0,1,99,-86,1,33,33,6
0,1,99,-86,1,39,33,6
0,1,99,-86,1,45,33,6
0,1,99,-86,1,51,33,6
0,1,99,-86,1,57,33,6
0,1,99,-86,1,63,33,6
0,1,99,-86,1,69,33,6
0,1,99,-86,1,75,33,6
0,1,99,-86,1,81,33,6
0,1,99,-86,1,87,33,6
0,1,99,-86,1,93,33,6
0,1,99,-86,1,99,33,6
0,1,99,-86,1,105,33,6
1,0,99,-86,1,105,33,6
0,0,99,-86,0,0,33,6
0,0,99,-86,0,0,33,6
0,0,99,-86,1,0,33,6
0,1,85,-55,1,0,-15,-10
0,1,85,-55,1,0,-15,-10
0,1,85,-55,1,-15,-15,-10
0,1,85,-55,1,-25,-15,-10
0,1,85,-55,1,-35,-15,-10
0,1,85,-55,1,-45,-15,-10
0,1,85,-55,1,-55,-15,-10
0,1,85,-55,1,-65,-15,-10
1,0,85,-55,1,-65,-15,-10
0,0,85,-55,0,0,-15,-10
0,0,85,-55,0,0,-15,-10
0,0,85,-55,1,0,-15,-10
0,1,-55,-62,1,0,-59,9
0,1,-55,-62,1,0,-59,9
0,1,-55,-62,1,-59,-59,9
0,1,-55,-62,1,-50,-59,9
1,0,-55,-62,1,-50,-59,9
0,0,-55,-62,0,0,-59,9
0,0,-55,-62,0,0,-59,9
0,0,-55,-62,1,0,-59,9
0,1,37,-39,1,0,15,-5
0,1,37,-39,1,0,15,-5
0,1,37,-39,1,15,15,-5
0,1,37,-39,1,10,15,-5
0,1,37,-39,1,5,15,-5
0,1,37,-39,1,0,15,-5
0,1,37,-39,1,-5,15,-5
0,1,37,-39,1,-10,15,-5
0,1,37,-39,1,-15,15,-5
0,1,37,-39,1,-20,15,-5
0,1,37,-39,1,-25,15,-5
0,1,37,-39,1,-30,15,-5
0,1,37,-39,1,-35,15,-5
0,1,37,-39,1,-40,15,-5
1,0,37,-39,1,-40,15,-5
0,0,37,-39,0,0,15,-5
0,0,37,-39,0,0,15,-5
0,0,37,-39,1,0,15,-5
0,1,-18,-92,1,0,-59,-5
0,1,-18,-92,1,0,-59,-5
0,1,-18,-92,1,-59,-59,-5
0,1,-18,-92,1,-64,-59,-5
0,1,-18,-92,1,-69,-59,-5
0,1,-18,-92,1,-74,-59,-5
0,1,-18,-92,1,-79,-59,-5
0,1,-18,-92,1,-84,-59,-5
0,1,-18,-92,1,-89,-59,-5
0,1,-18,-92,1,-94,-59,-5
1,0,-18,-92,1,-94,-59,-5
0,0,-18,-92,0,0,-59,-5
0,0,-18,-92,0,0,-59,-5
0,0,-18,-92,1,0,-59,-5
0,1,46,-24,1,0,-9,6
0,1,46,-24,1,0,-9,6
0,1,46,-24,1,-9,-9,6
0,1,46,-24,1,-3,-9,6
0,1,46,-24,1,3,-9,6
0,1,46,-24,1,9,-9,6
0,1,46,-24,1,15,-9,6
0,1,46,-24,1,21,-9,6
0,1,46,-24,1,27,-9,6
0,1,46,-24,1,33,-9,6
0,1,46,-24,1,39,-9,6
0,1,46,-24,1,45,-9,6
0,1,46,-24,1,51,-9,6
1,0,46,-24,1,51,-9,6
0,0,46,-24,0,0,-9,6
0,0,46,-24,0,0,-9,6
0,0,46,-24,1,0,-9,6
0,1,40,25,1,0,31,9
0,1,40,25,1,0,31,9
0,1,40,25,1,31,31,9
0,1,40,25,1,40,31,9
0,1,40,25,1,49,31,9
1,0,40,25,1,49,31,9
0,0,40,25,0,0,31,9
0,0,40,25,0,0,31,9
0,0,40,25,1,0,31,9
0,1,-32,-79,1,0,-79,1
0,1,-32,-79,1,0,-79,1
0,1,-32,-79,1,-79,-79,1
0,1,-32,-79,1,-78,-79,1
0,1,-32,-79,1,-77,-79,1
0,1,-32,-79,1,-76,-79,1
0,1,-32,-79,1,-75,-79,1
0,1,-32,-79,1,-74,-79,1
0,1,-32,-79,1,-73,-79,1
0,1,-32,-79,1,-72,-79,1
0,1,-32,-79,1,-71,-79,1
0,1,-32,-79,1,-70,-79,1
0,1,-32,-79,1,-69,-79,1
0,1,-32,-79,1,-68,-79,1
0,1,-32,-79,1,-67,-79,1
0,1,-32,-79,1,-66,-79,1
0,1,-32,-79,1,-65,-79,1
0,1,-32,-79,1,-64,-79,1
0,1,-32,-79,1,-63,-79,1
0,1,-32,-79,1,-62,-79,1
0,1,-32,-79,1,-61,-79,1
0,1,-32,-79,1,-60,-79,1
0,1,-32,-79,1,-59,-79,1
0,1,-32,-79,1,-58,-79,1
0,1,-32,-79,1,-57,-79,1
0,1,-32,-79,1,-56,-79,1
0,1,-32,-79,1,-55,-79,1
0,1,-32,-79,1,-54,-79,1
0,1,-32,-79,1,-53,-79,1
0,1,-32,-79,1,-52,-79,1
0,1,-32,-79,1,-51,-79,1
0,1,-32,-79,1,-50,-79,1
0,1,-32,-79,1,-49,-79,1
0,1,-32,-79,1,-48,-79,1
0,1,-32,-79,1,-47,-79,1
0,1,-32,-79,1,-46,-79,1
0,1,-32,-79,1,-45,-79,1
0,1,-32,-79,1,-44,-79,1
0,1,-32,-79,1,-43,-79,1
0,1,-32,-79,1,-42,-79,1
0,1,-32,-79,1,-41,-79,1
0,1,-32,-79,1,-40,-79,1
0,1,-32,-79,1,-39,-79,1
0,1,-32,-79,1,-38,-79,1
0,1,-32,-79,1,-37,-79,1
0,1,-32,-79,1,-36,-79,1
0,1,-32,-79,1,-35,-79,1
0,1,-32,-79,1,-34,-79,1
0,1,-32,-79,1,-33,-79,1
0,1,-32,-79,1,-32,-79,1
0,1,-32,-79,1,-31,-79,1
1,0,-32,-79,1,-31,-79,1
0,0,-32,-79,0,0,-79,1
0,0,-32,-79,0,0,-79,1
0,0,-32,-79,1,0,-79,1
0,1,34,-27,1,0,-20,-4
0,1,34,-27,1,0,-20,-4
0,1,34,-27,1,-20,-20,-4
0,1,34,-27,1,-24,-20,-4
0,1,34,-27,1,-28,-20,-4
1,0,34,-27,1,-28,-20,-4
0,0,34,-27,0,0,-20,-4
0,0,34,-27,0,0,-20,-4
0,0,34,-27,1,0,-20,-4
0,1,37,-78,1,0,-70,-10
0,1,37,-78,1,0,-70,-10
0,1,37,-78,1,-70,-70,-10
0,1,37,-78,1,-80,-70,-10
1,0,37,-78,1,-80,-70,-10
0,0,37,-78,0,0,-70,-10
0,0,37,-78,0,0,-70,-10
0,0,37,-78,1,0,-70,-10
0,1,-59,-73,1,0,-73,10
0,1,-59,-73,1,0,-73,10
0,1,-59,-73,1,-73,-73,10
0,1,-59,-73,1,-63,-73,10
0,1,-59,-73,1,-53,-73,10
1,0,-59,-73,1,-53,-73,10
0,0,-59,-73,0,0,-73,10
0,0,-59,-73,0,0,-73,10
0,0,-59,-73,1,0,-73,10
0,1,28,-79,1,0,20,9
0,1,28,-79,1,0,20,9
0,1,28,-79,1,20,20,9
0,1,28,-79,1,29,20,9
1,0,28,-79,1,29,20,9
0,0,28,-79,0,0,20,9
0,0,28,-79,0,0,20,9
0,0,28,-79,1,0,20,9
0,1,79,-17,1,0,3,1
0,1,79,-17,1,0,3,1
0,1,79,-17,1,3,3,1
0,1,79,-17,1,4,3,1
0,1,79,-17,1,5,3,1
0,1,79,-17,1,6,3,1
0,1,79,-17,1,7,3,1
0,1,79,-17,1,8,3,1
0,1,79,-17,1,9,3,1
0,1,79,-17,1,10,3,1
0,1,79,-17,1,11,3,1
0,1,79,-17,1,12,3,1
0,1,79,-17,1,13,3,1
0,1,79,-17,1,14,3,1
0,1,79,-17,1,15,3,1
0,1,79,-17,1,16,3,1
0,1,79,-17,1,17,3,1
0,1,79,-17,1,18,3,1
0,1,79,-17,1,19,3,1
0,1,79,-17,1,20,3,1
0,1,79,-17,1,21,3,1
0,1,79,-17,1,22,3,1
0,1,79,-17,1,23,3,1
0,1,79,-17,1,24,3,1
0,1,79,-17,1,25,3,1
0,1,79,-17,1,26,3,1
0,1,79,-17,1,27,3,1
0,1,79,-17,1,28,3,1
0,1,79,-17,1,29,3,1
0,1,79,-17,1,30,3,1
0,1,79,-17,1,31,3,1
0,1,79,-17,1,32,3,1
0,1,79,-17,1,33,3,1
0,1,79,-17,1,34,3,1
0,1,79,-17,1,35,3,1
0,1,79,-17,1,36,3,1
0,1,79,-17,1,37,3,1
0,1,79,-17,1,38,3,1
0,1,79,-17,1,39,3,1
0,1,79,-17,1,40,3,1
0,1,79,-17,1,41,3,1
0,1,79,-17,1,42,3,1
0,1,79,-17,1,43,3,1
0,1,79,-17,1,44,3,1
0,1,79,-17,1,45,3,1
0,1,79,-17,1,46,3,1
0,1,79,-17,1,47,3,1
0,1,79,-17,1,48,3,1
0,1,79,-17,1,49,3,1
0,1,79,-17,1,50,3,1
0,1,79,-17,1,51,3,1
0,1,79,-17,1,52,3,1
0,1,79,-17,1,53,3,1
0,1,79,-17,1,54,3,1
0,1,79,-17,1,55,3,1
0,1,79,-17,1,56,3,1
0,1,79,-17,1,57,3,1
0,1,79,-17,1,58,3,1
0,1,79,-17,1,59,3,1
0,1,79,-17,1,60,3,1
0,1,79,-17,1,61,3,1
0,1,79,-17,1,62,3,1
0,1,79,-17,1,63,3,1
0,1,79,-17,1,64,3,1
0,1,79,-17,1,65,3,1
0,1,79,-17,1,66,3,1
0,1,79,-17,1,67,3,1
0,1,79,-17,1,68,3,1
0,1,79,-17,1,69,3,1
0,1,79,-17,1,70,3,1
0,1,79,-17,1,71,3,1
0,1,79,-17,1,72,3,1
0,1,79,-17,1,73,3,1
0,1,79,-17,1,74,3,1
0,1,79,-17,1,75,3,1
0,1,79,-17,1,76,3,1
0,1,79,-17,1,77,3,1
0,1,79,-17,1,78,3,1
0,1,79,-17,1,79,3,1
0,1,79,-17,1,80,3,1
1,0,79,-17,1,80,3,1
0,0,79,-17,0,0,3,1
0,0,79,-17,0,0,3,1
0,0,79,-17,1,0,3,1
0,1,66,-90,1,0,47,-10
0,1,66,-90,1,0,47,-10
0,1,66,-90,1,47,47,-10
0,1,66,-90,1,37,47,-10
0,1,66,-90,1,27,47,-10
0,1,66,-90,1,17,47,-10
0,1,66,-90,1,7,47,-10
0,1,66,-90,1,-3,47,-10
0,1,66,-90,1,-13,47,-10
0,1,66,-90,1,-23,47,-10
0,1,66,-90,1,-33,47,-10
0,1,66,-90,1,-43,47,-10
